"","target_id","gene","tissue","tpm","binary","accessions","gene_id","gene_name","gene_description","alt_gene_description","all_GO_ids","BP_GO_ids","CC_GO_ids","MF_GO_ids","GOslim","Term"
"12226","PGEN_.00g307140","PGEN_.00g307140","gonad",54.336755,1,"A8MRX0;Q9FWW4",837766,"FMOGS-OX5","Flavin-containing monooxygenase FMO GS-OX5","Flavin-monooxygenase glucosinolate S-oxygenase 5","GO:0080107;GO:0050660;GO:0004497;GO:0004499;GO:0050661;GO:0048444;GO:0019761;GO:0046885;GO:0046620","GO:0048444;GO:0019761;GO:0046885;GO:0046620","","GO:0080107;GO:0050660;GO:0004497;GO:0004499;GO:0050661","GO:0022414;GO:0048856;GO:0006790;GO:1901135","reproductive process;anatomical structure development;sulfur compound metabolic process;carbohydrate derivative metabolic process"
"12240","PGEN_.00g307630","PGEN_.00g307630","gonad",0.202405,1,"Q9V730;O76796;Q5BI21",36614,"ttv","Exostosin-1","Protein tout-velu","GO:0005783;GO:0005789;GO:0005794;GO:0000139;GO:0016021;GO:0008375;GO:0050508;GO:0015020;GO:0016757;GO:0046872;GO:0050509;GO:0007411;GO:0008354;GO:0006024;GO:0015012;GO:0015014;GO:0030210;GO:0006044;GO:0030513;GO:0090263;GO:0045880;GO:0006486;GO:0008589;GO:0016055","GO:0007411;GO:0008354;GO:0006024;GO:0015012;GO:0015014;GO:0030210;GO:0006044;GO:0030513;GO:0090263;GO:0045880;GO:0006486;GO:0008589;GO:0016055","GO:0005783;GO:0005789;GO:0005794;GO:0000139;GO:0016021","GO:0008375;GO:0050508;GO:0015020;GO:0016757;GO:0046872;GO:0050509","GO:0030154;GO:0048856;GO:0022414;GO:0048870;GO:1901135;GO:1901135;GO:0005975;GO:1901135;GO:0006790;GO:1901135;GO:1901135;GO:0023052;GO:0023052;GO:0023052;GO:1901135;GO:0023052;GO:0023052","cell differentiation;anatomical structure development;reproductive process;cell motility;carbohydrate derivative metabolic process;carbohydrate derivative metabolic process;carbohydrate metabolic process;carbohydrate derivative metabolic process;sulfur compound metabolic process;carbohydrate derivative metabolic process;carbohydrate derivative metabolic process;signaling;signaling;signaling;carbohydrate derivative metabolic process;signaling;signaling"
"12247","PGEN_.00g307930","PGEN_.00g307930","gonad",9.443025,1,"Q9V730;O76796;Q5BI21",36614,"ttv","Exostosin-1","Protein tout-velu","GO:0005783;GO:0005789;GO:0005794;GO:0000139;GO:0016021;GO:0008375;GO:0050508;GO:0015020;GO:0016757;GO:0046872;GO:0050509;GO:0007411;GO:0008354;GO:0006024;GO:0015012;GO:0015014;GO:0030210;GO:0006044;GO:0030513;GO:0090263;GO:0045880;GO:0006486;GO:0008589;GO:0016055","GO:0007411;GO:0008354;GO:0006024;GO:0015012;GO:0015014;GO:0030210;GO:0006044;GO:0030513;GO:0090263;GO:0045880;GO:0006486;GO:0008589;GO:0016055","GO:0005783;GO:0005789;GO:0005794;GO:0000139;GO:0016021","GO:0008375;GO:0050508;GO:0015020;GO:0016757;GO:0046872;GO:0050509","GO:0030154;GO:0048856;GO:0022414;GO:0048870;GO:1901135;GO:1901135;GO:0005975;GO:1901135;GO:0006790;GO:1901135;GO:1901135;GO:0023052;GO:0023052;GO:0023052;GO:1901135;GO:0023052;GO:0023052","cell differentiation;anatomical structure development;reproductive process;cell motility;carbohydrate derivative metabolic process;carbohydrate derivative metabolic process;carbohydrate metabolic process;carbohydrate derivative metabolic process;sulfur compound metabolic process;carbohydrate derivative metabolic process;carbohydrate derivative metabolic process;signaling;signaling;signaling;carbohydrate derivative metabolic process;signaling;signaling"
"12265","PGEN_.00g308450","PGEN_.00g308450","gonad",2.553594,1,"Q99MB1;Q91ZM4",142980,"Tlr3","Toll-like receptor 3","CD283","GO:0009986;GO:0005737;GO:0005769;GO:0005789;GO:0010008;GO:0005887;GO:0003725;GO:0042802;GO:0003953;GO:0038023;GO:0004888;GO:0071360;GO:0035458;GO:0071346;GO:0071260;GO:0098586;GO:0071466;GO:0006952;GO:0051607;GO:0097191;GO:0007252;GO:0006954;GO:0045087;GO:0007254;GO:0008584;GO:0000165;GO:0001774;GO:0002756;GO:0097527;GO:0045766;GO:0043065;GO:0032722;GO:0010628;GO:0043123;GO:0050729;GO:0032727;GO:0032728;GO:0032729;GO:0032735;GO:0032755;GO:0032757;GO:0046330;GO:0051092;GO:1901224;GO:0034123;GO:0045944;GO:0032760;GO:0032481;GO:0034346;GO:0002730;GO:0043331;GO:0043330;GO:0009615;GO:0034138;GO:0002224","GO:0071360;GO:0035458;GO:0071346;GO:0071260;GO:0098586;GO:0071466;GO:0006952;GO:0051607;GO:0097191;GO:0007252;GO:0006954;GO:0045087;GO:0007254;GO:0008584;GO:0000165;GO:0001774;GO:0002756;GO:0097527;GO:0045766;GO:0043065;GO:0032722;GO:0010628;GO:0043123;GO:0050729;GO:0032727;GO:0032728;GO:0032729;GO:0032735;GO:0032755;GO:0032757;GO:0046330;GO:0051092;GO:1901224;GO:0034123;GO:0045944;GO:0032760;GO:0032481;GO:0034346;GO:0002730;GO:0043331;GO:0043330;GO:0009615;GO:0034138;GO:0002224","GO:0009986;GO:0005737;GO:0005769;GO:0005789;GO:0010008;GO:0005887","GO:0003725;GO:0042802;GO:0003953;GO:0038023;GO:0004888","GO:0002376;GO:0098542;GO:0098542;GO:0012501;GO:0023052;GO:0023052;GO:0002376;GO:0098542;GO:0023052;GO:0022414;GO:0048856;GO:0023052;GO:0002376;GO:0006954;GO:0002376;GO:0023052;GO:0012501;GO:0023052;GO:0048856;GO:0012501;GO:0023052;GO:0006954;GO:0023052;GO:0006351;GO:0006355;GO:0023052;GO:0002376;GO:0023052;GO:0006351;GO:0006355;GO:0002376;GO:0002376;GO:0023052;GO:0002376;GO:0023052","immune system process;defense response to other organism;defense response to other organism;programmed cell death;signaling;signaling;immune system process;defense response to other organism;signaling;reproductive process;anatomical structure development;signaling;immune system process;inflammatory response;immune system process;signaling;programmed cell death;signaling;anatomical structure development;programmed cell death;signaling;inflammatory response;signaling;DNA-templated transcription;regulation of DNA-templated transcription;signaling;immune system process;signaling;DNA-templated transcription;regulation of DNA-templated transcription;immune system process;immune system process;signaling;immune system process;signaling"
"12297","PGEN_.00g309440","PGEN_.00g309440","gonad",4.19319,1,"Q9CWH4",73673,"Rec114","Meiotic recombination protein REC114","Sphingosine-1-phosphate aldolase","GO:0006310;GO:0051321","GO:0006310;GO:0051321","","","GO:0022414","reproductive process"
"12401","PGEN_.00g312980","PGEN_.00g312980","gonad",112.194319,1,"P28480",24818,"Tcp1","T-complex protein 1 subunit alpha","CCT-alpha","GO:0001669;GO:0044297;GO:0005813;GO:0005832;GO:0005794;GO:0000792;GO:0005874;GO:0005815;GO:0000242;GO:0002199;GO:0005524;GO:0016887;GO:0044183;GO:0031625;GO:0051082;GO:0007339;GO:0061077;GO:1904851;GO:0051973;GO:1904874;GO:0032212;GO:0006457;GO:0050821;GO:2000109;GO:0090666;GO:0007286;GO:1901998;GO:0044053","GO:0007339;GO:0061077;GO:1904851;GO:0051973;GO:1904874;GO:0032212;GO:0006457;GO:0050821;GO:2000109;GO:0090666;GO:0007286;GO:1901998;GO:0044053","GO:0001669;GO:0044297;GO:0005813;GO:0005832;GO:0005794;GO:0000792;GO:0005874;GO:0005815;GO:0000242;GO:0002199","GO:0005524;GO:0016887;GO:0044183;GO:0031625;GO:0051082","GO:0022414;GO:0006457;GO:0032200;GO:0012501;GO:0022414;GO:0030154;GO:0048856","reproductive process;protein folding;telomere organization;programmed cell death;reproductive process;cell differentiation;anatomical structure development"
"12403","PGEN_.00g313000","PGEN_.00g313000","gonad",8.012053,1,"Q8K135;A2A790;Q3TTA3;Q8BHR5;Q8BHU7;Q8BHZ3;Q8VBZ9",100317,"Kiaa0319l","Dyslexia-associated protein KIAA0319-like protein","Adeno-associated virus receptor","GO:0031410;GO:0005794;GO:0000139;GO:0016021;GO:0005730;GO:0005886;GO:0005802;GO:0001675;GO:0030317;GO:0001764;GO:0120211;GO:0019065;GO:0010996;GO:0007283","GO:0001675;GO:0030317;GO:0001764;GO:0120211;GO:0019065;GO:0010996;GO:0007283","GO:0031410;GO:0005794;GO:0000139;GO:0016021;GO:0005730;GO:0005886;GO:0005802","","GO:0022414;GO:0030154;GO:0048856;GO:0007018;GO:0022414;GO:0048870;GO:0030154;GO:0048856;GO:0048870;GO:0016192;GO:0022414;GO:0030154;GO:0048856;GO:0061024;GO:0016192;GO:0022414","reproductive process;cell differentiation;anatomical structure development;microtubule-based movement;reproductive process;cell motility;cell differentiation;anatomical structure development;cell motility;vesicle-mediated transport;reproductive process;cell differentiation;anatomical structure development;membrane organization;vesicle-mediated transport;reproductive process"
"12467","PGEN_.00g314890","PGEN_.00g314890","gonad",6.350046,1,"Q8NB78;A2A2C5;A2A2C6;Q5TGV3;Q6AI15;Q6ZUU4;Q8N258;Q96EL7",221656,"KDM1B","Lysine-specific histone demethylase 1B","Lysine-specific histone demethylase 2","GO:0005654;GO:0000786;GO:0005634;GO:0003682;GO:0071949;GO:0050660;GO:0042393;GO:0032452;GO:0140682;GO:0016491;GO:0008270;GO:0043046;GO:0034720;GO:0000122;GO:0045944;GO:0044030;GO:0006349","GO:0043046;GO:0034720;GO:0000122;GO:0045944;GO:0044030;GO:0006349","GO:0005654;GO:0000786;GO:0005634","GO:0003682;GO:0071949;GO:0050660;GO:0042393;GO:0032452;GO:0140682;GO:0016491;GO:0008270","GO:0022414;GO:0006351;GO:0006355;GO:0006351;GO:0006355;GO:0006325","reproductive process;DNA-templated transcription;regulation of DNA-templated transcription;DNA-templated transcription;regulation of DNA-templated transcription;chromatin organization"
"12512","PGEN_.00g316150","PGEN_.00g316150","gonad",8.022713,1,"Q8C1B2;Q3UD50;Q8C032",99929,"Tiparp","Protein mono-ADP-ribosyltransferase TIPARP","TCDD-inducible poly [ADP-ribose] polymerase","GO:0005634;GO:0000987;GO:0046872;GO:0003950;GO:1990404;GO:0008209;GO:0071407;GO:0008210;GO:0060325;GO:0008585;GO:0030097;GO:0001822;GO:0010629;GO:0006807;GO:0048008;GO:0045732;GO:0009791;GO:0006471;GO:0070213;GO:0140289;GO:0060021;GO:0048705;GO:0048745;GO:0001570","GO:0008209;GO:0071407;GO:0008210;GO:0060325;GO:0008585;GO:0030097;GO:0001822;GO:0010629;GO:0006807;GO:0048008;GO:0045732;GO:0009791;GO:0006471;GO:0070213;GO:0140289;GO:0060021;GO:0048705;GO:0048745;GO:0001570","GO:0005634","GO:0000987;GO:0046872;GO:0003950;GO:1990404","GO:0006629;GO:0006629;GO:0048856;GO:0022414;GO:0048856;GO:0002376;GO:0048856;GO:0048856;GO:0023052;GO:0030163;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0030154;GO:0048856","lipid metabolic process;lipid metabolic process;anatomical structure development;reproductive process;anatomical structure development;immune system process;anatomical structure development;anatomical structure development;signaling;protein catabolic process;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;cell differentiation;anatomical structure development"
"12524","PGEN_.00g316300","PGEN_.00g316300","gonad",1.334733,1,"Q9D995;Q9D9L8",68107,"Cntd1","Cyclin N-terminal domain-containing protein 1","Mitochondrial inner membrane organizing system protein 1","GO:0005694;GO:0035861;GO:0007131;GO:0051445;GO:0007283","GO:0007131;GO:0051445;GO:0007283","GO:0005694;GO:0035861","","GO:0006310;GO:0022414;GO:0140013;GO:0022414;GO:0022414","DNA recombination;reproductive process;meiotic nuclear division;reproductive process;reproductive process"
"12574","PGEN_.00g317730","PGEN_.00g317730","gonad",3.962511,1,"Q80XI3;Q6GQV5;Q80Y69;Q8BJ68;Q8BQF3;Q8C6Q3;Q8CIH0",230861,"Eif4g3","Eukaryotic translation initiation factor 4 gamma 3","eIF-4-gamma II","GO:0016281;GO:0003729;GO:0000339;GO:0003743;GO:0060903;GO:0001934;GO:0045727;GO:0007283","GO:0060903;GO:0001934;GO:0045727;GO:0007283","GO:0016281","GO:0003729;GO:0000339;GO:0003743","GO:0022414;GO:0140013;GO:0022414","reproductive process;meiotic nuclear division;reproductive process"
"12660","PGEN_.00g320150","PGEN_.00g320150","gonad",105.357017,1,"Q29HY3",4814629,"Cdc42","Cdc42 homolog","CD209","GO:0005912;GO:0045177;GO:0005938;GO:0030426;GO:0030027;GO:0005634;GO:0005886;GO:0016028;GO:0045202;GO:0003925;GO:0005525;GO:0032794;GO:0019901;GO:0031532;GO:0030041;GO:0048675;GO:0035147;GO:0030031;GO:0030866;GO:0048813;GO:0046843;GO:0007391;GO:0045200;GO:0051601;GO:0035099;GO:0035318;GO:0030011;GO:0045185;GO:0035011;GO:0008045;GO:0097206;GO:0007274;GO:0016318;GO:0006909;GO:0051491;GO:0046330;GO:0010592;GO:0045860;GO:0090303;GO:0072659;GO:0030833;GO:0050770;GO:0008360;GO:0046928;GO:0008582;GO:0007266;GO:0050975;GO:0007286;GO:0048010;GO:0042060","GO:0031532;GO:0030041;GO:0048675;GO:0035147;GO:0030031;GO:0030866;GO:0048813;GO:0046843;GO:0007391;GO:0045200;GO:0051601;GO:0035099;GO:0035318;GO:0030011;GO:0045185;GO:0035011;GO:0008045;GO:0097206;GO:0007274;GO:0016318;GO:0006909;GO:0051491;GO:0046330;GO:0010592;GO:0045860;GO:0090303;GO:0072659;GO:0030833;GO:0050770;GO:0008360;GO:0046928;GO:0008582;GO:0007266;GO:0050975;GO:0007286;GO:0048010;GO:0042060","GO:0005912;GO:0045177;GO:0005938;GO:0030426;GO:0030027;GO:0005634;GO:0005886;GO:0016028;GO:0045202","GO:0003925;GO:0005525;GO:0032794;GO:0019901","GO:0007010;GO:0007010;GO:0065003;GO:0030154;GO:0048856;GO:0048856;GO:0007010;GO:0030154;GO:0048856;GO:0022414;GO:0030154;GO:0048856;GO:0048856;GO:0007163;GO:0030154;GO:0048856;GO:0002376;GO:0048856;GO:0048870;GO:0030154;GO:0048856;GO:0007163;GO:0002376;GO:0098542;GO:0030154;GO:0048856;GO:0003014;GO:0023052;GO:0007163;GO:0048856;GO:0016192;GO:0023052;GO:0042060;GO:0007010;GO:0065003;GO:0030154;GO:0048856;GO:0048856;GO:0023052;GO:0034330;GO:0048856;GO:0023052;GO:0050877;GO:0022414;GO:0030154;GO:0048856;GO:0023052","cytoskeleton organization;cytoskeleton organization;protein-containing complex assembly;cell differentiation;anatomical structure development;anatomical structure development;cytoskeleton organization;cell differentiation;anatomical structure development;reproductive process;cell differentiation;anatomical structure development;anatomical structure development;establishment or maintenance of cell polarity;cell differentiation;anatomical structure development;immune system process;anatomical structure development;cell motility;cell differentiation;anatomical structure development;establishment or maintenance of cell polarity;immune system process;defense response to other organism;cell differentiation;anatomical structure development;renal system process;signaling;establishment or maintenance of cell polarity;anatomical structure development;vesicle-mediated transport;signaling;wound healing;cytoskeleton organization;protein-containing complex assembly;cell differentiation;anatomical structure development;anatomical structure development;signaling;cell junction organization;anatomical structure development;signaling;nervous system process;reproductive process;cell differentiation;anatomical structure development;signaling"
"12661","PGEN_.00g320180","PGEN_.00g320180","gonad",8.947289,1,"O01346;O01347;Q9V3B0",31239,"egh","Beta-14-mannosyltransferase egh","Protein zeste-white 4","GO:0005737;GO:0016021;GO:0019187;GO:0007411;GO:0007298;GO:0045165;GO:0033227;GO:0007281;GO:0007293;GO:0006688;GO:0001744;GO:0042248;GO:0008049;GO:0016333;GO:0045434;GO:0030720;GO:0016325;GO:0030707;GO:0007299;GO:0048935;GO:0046662","GO:0007411;GO:0007298;GO:0045165;GO:0033227;GO:0007281;GO:0007293;GO:0006688;GO:0001744;GO:0042248;GO:0008049;GO:0016333;GO:0045434;GO:0030720;GO:0016325;GO:0030707;GO:0007299;GO:0048935;GO:0046662","GO:0005737;GO:0016021","GO:0019187","GO:0030154;GO:0048856;GO:0022414;GO:0030154;GO:0048856;GO:0048870;GO:0030154;GO:0022414;GO:0030154;GO:0048856;GO:0022414;GO:0030154;GO:0048856;GO:0006629;GO:1901135;GO:0048856;GO:0007163;GO:0048856;GO:0022414;GO:0048856;GO:0022414;GO:0022414;GO:0030154;GO:0048856;GO:0007010;GO:0007163;GO:0022414;GO:0030154;GO:0048856;GO:0022414;GO:0030154;GO:0048856;GO:0007155;GO:0022414;GO:0030154;GO:0048856;GO:0030154;GO:0048856;GO:0022414","cell differentiation;anatomical structure development;reproductive process;cell differentiation;anatomical structure development;cell motility;cell differentiation;reproductive process;cell differentiation;anatomical structure development;reproductive process;cell differentiation;anatomical structure development;lipid metabolic process;carbohydrate derivative metabolic process;anatomical structure development;establishment or maintenance of cell polarity;anatomical structure development;reproductive process;anatomical structure development;reproductive process;reproductive process;cell differentiation;anatomical structure development;cytoskeleton organization;establishment or maintenance of cell polarity;reproductive process;cell differentiation;anatomical structure development;reproductive process;cell differentiation;anatomical structure development;cell adhesion;reproductive process;cell differentiation;anatomical structure development;cell differentiation;anatomical structure development;reproductive process"
"12678","PGEN_.00g320620","PGEN_.00g320620","gonad",2.221181,1,"P42575;A8K5F9;D3DXD6;E9PDN0;P42576;Q59F21;Q7KZL6;Q86UJ3;Q9BUP7Q9BZK9;Q9BZL0",835,"CASP2","Caspase-2 subunit p12","Protease ICH-1","GO:0008303;GO:0005737;GO:0005829;GO:1905369;GO:0016020;GO:0005739;GO:0005634;GO:0004197;GO:0097153;GO:0097199;GO:0097200;GO:0019899;GO:0042802;GO:0019904;GO:0006919;GO:0007568;GO:0006915;GO:0097190;GO:0007420;GO:0071260;GO:0006977;GO:0035234;GO:0097194;GO:0097192;GO:0008630;GO:0001554;GO:0043066;GO:0060546;GO:0003407;GO:0043065;GO:2001235;GO:0043525;GO:0016485;GO:0001836","GO:0006919;GO:0007568;GO:0006915;GO:0097190;GO:0007420;GO:0071260;GO:0006977;GO:0035234;GO:0097194;GO:0097192;GO:0008630;GO:0001554;GO:0043066;GO:0060546;GO:0003407;GO:0043065;GO:2001235;GO:0043525;GO:0016485;GO:0001836","GO:0008303;GO:0005737;GO:0005829;GO:1905369;GO:0016020;GO:0005739;GO:0005634","GO:0004197;GO:0097153;GO:0097199;GO:0097200;GO:0019899;GO:0042802;GO:0019904","GO:0012501;GO:0012501;GO:0023052;GO:0048856;GO:0000278;GO:0023052;GO:0012501;GO:0022414;GO:0030154;GO:0048856;GO:0012501;GO:0012501;GO:0023052;GO:0012501;GO:0023052;GO:0022414;GO:0048856;GO:0012501;GO:0012501;GO:0048856;GO:0012501;GO:0012501;GO:0023052;GO:0012501;GO:0051604;GO:0007005;GO:0012501;GO:0023052","programmed cell death;programmed cell death;signaling;anatomical structure development;mitotic cell cycle;signaling;programmed cell death;reproductive process;cell differentiation;anatomical structure development;programmed cell death;programmed cell death;signaling;programmed cell death;signaling;reproductive process;anatomical structure development;programmed cell death;programmed cell death;anatomical structure development;programmed cell death;programmed cell death;signaling;programmed cell death;protein maturation;mitochondrion organization;programmed cell death;signaling"
